range_bin,doppler_bin,out_i,out_q
311,4,-1,-1
311,5,0,0
311,6,0,-3
311,7,-1,1
311,8,1,0
311,9,1,0
311,10,-1,-1
311,11,0,3
311,12,1,-1
311,13,0,0
311,14,0,1
311,15,1,3
311,16,-1,-1
311,17,0,0
311,18,0,0
311,19,0,-1
311,20,-1,1
311,21,0,0
311,22,2,0
311,23,0,1
311,24,-1,-1
311,25,0,0
311,26,0,0
311,27,0,-1
311,28,-1,1
311,29,0,0
311,30,2,0
311,31,0,1
312,0,-1,0
312,1,-1,-1
312,2,0,0
312,3,-2,0
312,4,0,-1
312,5,0,-1
312,6,0,0
312,7,-1,-2
312,8,1,0
312,9,1,1
312,10,0,0
312,11,2,0
312,12,0,1
312,13,0,1
312,14,0,0
312,15,1,2
312,16,-2,0
312,17,-1,-1
312,18,-1,-1
312,19,-1,-2
312,20,1,0
312,21,0,-3
312,22,0,1
312,23,-1,-2
312,24,0,0
312,25,1,1
312,26,1,-1
312,27,1,2
312,28,1,0
312,29,0,3
312,30,0,1
312,31,1,2
313,0,-3,-1
313,1,-1,0
313,2,1,-1
313,3,-2,1
313,4,-1,-3
313,5,0,0
313,6,1,-1
313,7,-1,-1
313,8,1,-1
313,9,1,2
313,10,1,-1
313,11,2,1
313,12,-1,1
313,13,0,2
313,14,1,-1
313,15,1,3
313,16,0,-2
313,17,0,-1
313,18,-2,0
313,19,0,0
313,20,0,0
313,21,0,-1
313,22,-2,0
313,23,2,-3
313,24,0,2
313,25,0,-1
313,26,2,0
313,27,0,2
313,28,0,0
313,29,0,-1
313,30,2,0
313,31,-2,5
314,0,0,0
314,1,0,0
314,2,0,0
314,3,0,0
314,4,0,0
314,5,0,0
314,6,0,0
314,7,0,0
314,8,0,0
314,9,0,0
314,10,0,0
314,11,0,0
314,12,0,0
314,13,0,0
314,14,0,0
314,15,0,0
314,16,0,0
314,17,-2,-2
314,18,0,0
314,19,-1,0
314,20,0,0
314,21,0,-3
314,22,0,0
314,23,0,0
314,24,0,0
314,25,2,0
314,26,0,0
314,27,1,2
314,28,0,0
314,29,0,1
314,30,0,0
314,31,0,2
315,0,0,0
315,1,0,-1
315,2,0,0
315,3,0,1
315,4,0,0
315,5,0,-1
315,6,0,0
315,7,0,1
315,8,0,0
315,9,0,-1
315,10,0,0
315,11,0,1
315,12,0,0
315,13,0,-1
315,14,0,0
315,15,0,1
315,16,-1,-1
315,17,-3,-1
315,18,1,0
315,19,-1,-2
315,20,-1,0
315,21,0,-1
315,22,0,-2
315,23,-1,-2
315,24,1,1
315,25,3,1
315,26,-1,0
315,27,1,2
315,28,1,0
315,29,0,1
315,30,0,2
315,31,1,2
316,0,-1,0
316,1,-2,-2
316,2,1,0
316,3,1,-2
316,4,-1,0
316,5,2,2
316,6,1,0
316,7,-1,2
316,8,-1,0
316,9,-2,-2
316,10,1,0
316,11,1,-2
316,12,-1,0
316,13,2,2
316,14,1,0
316,15,-1,2
316,16,0,-1
316,17,0,0
316,18,-1,-1
316,19,0,0
316,20,-1,0
316,21,0,-1
316,22,-1,0
316,23,0,-1
316,24,0,1
316,25,0,0
316,26,1,1
316,27,0,0
316,28,1,0
316,29,0,1
316,30,1,0
316,31,0,1
317,0,0,0
317,1,-1,-1
317,2,0,0
317,3,0,0
317,4,0,0
317,5,-1,0
317,6,0,0
317,7,0,-1
317,8,0,0
317,9,1,1
317,10,0,0
317,11,0,0
317,12,0,0
317,13,1,0
317,14,0,0
317,15,0,1
317,16,-1,0
317,17,-1,-2
317,18,0,0
317,19,-1,-1
317,20,1,0
317,21,-1,1
317,22,0,0
317,23,1,0
317,24,-1,0
317,25,1,0
317,26,0,0
317,27,-1,-1
317,28,1,0
317,29,1,1
317,30,0,0
317,31,1,2
318,0,-1,-2
318,1,0,-1
318,2,-2,-1
318,3,0,0
318,4,-2,1
318,5,2,-2
318,6,-2,0
318,7,2,1
318,8,-1,0
318,9,0,-1
318,10,0,1
318,11,0,0
318,12,0,1
318,13,2,0
318,14,0,0
318,15,2,3
318,16,-1,-2
318,17,0,0
318,18,-2,1
318,19,2,-1
318,20,-1,0
318,21,0,0
318,22,0,1
318,23,2,1
318,24,-1,-2
318,25,0,0
318,26,-2,1
318,27,2,-1
318,28,-1,0
318,29,0,0
318,30,0,1
318,31,2,1
319,0,-2,-2
319,1,0,0
319,2,-1,-1
319,3,1,1
319,4,-2,0
319,5,0,-1
319,6,-1,0
319,7,1,-4
319,8,-2,2
319,9,2,0
319,10,1,1
319,11,1,-1
319,12,-2,0
319,13,2,1
319,14,1,0
319,15,1,4
319,16,-1,-1
319,17,-1,-2
319,18,-2,0
319,19,0,-1
319,20,-1,1
319,21,1,-3
319,22,0,0
319,23,1,1
319,24,-1,-1
319,25,3,0
319,26,-2,0
319,27,2,1
319,28,-1,1
319,29,1,1
319,30,0,0
319,31,1,3
320,0,-2,-1
320,1,0,0
320,2,-1,0
320,3,2,0
320,4,0,-1
320,5,0,0
320,6,-1,2
320,7,2,0
320,8,-2,-1
320,9,0,0
320,10,-1,0
320,11,2,0
320,12,0,-1
320,13,0,0
320,14,-1,2
320,15,2,0
320,16,-1,0
320,17,-1,-1
320,18,-1,-1
320,19,0,0
320,20,0,-1
320,21,-1,0
320,22,0,-1
320,23,0,-1
320,24,1,0
320,25,1,1
320,26,1,1
320,27,0,0
320,28,0,1
320,29,1,0
320,30,0,1
320,31,0,1
321,0,-1,-1
321,1,0,1
321,2,0,-2
321,3,0,1
321,4,0,-1
321,5,0,1
321,6,-1,-2
321,7,0,1
321,8,1,-1
321,9,0,1
321,10,0,0
321,11,0,1
321,12,0,-1
321,13,0,1
321,14,1,0
321,15,0,1
321,16,-3,-1
321,17,-1,-1
321,18,0,0
321,19,-1,-2
321,20,0,0
321,21,0,-1
321,22,1,1
321,23,-3,-3
321,24,1,1
321,25,1,1
321,26,0,-2
321,27,1,2
321,28,2,0
321,29,0,1
321,30,-1,1
321,31,3,3
322,0,0,-1
322,1,-2,-2
322,2,0,1
322,3,1,1
322,4,0,-1
322,5,-2,-1
322,6,0,1
322,7,1,0
322,8,0,-1
322,9,0,0
322,10,0,1
322,11,1,1
322,12,0,-1
322,13,0,-1
322,14,0,1
322,15,1,2
322,16,-3,-1
322,17,1,-1
322,18,-1,-1
322,19,0,-2
322,20,0,1
322,21,0,-1
322,22,-1,0
322,23,0,-1
322,24,1,1
322,25,-1,-1
322,26,1,1
322,27,-2,0
322,28,2,-1
322,29,0,3
322,30,1,0
322,31,2,3
323,0,-3,-3
323,1,0,1
323,2,-1,-1
323,3,0,-1
323,4,0,-2
323,5,0,1
323,6,-3,-1
323,7,3,-1
323,8,-1,-1
323,9,0,1
323,10,-1,-1
323,11,4,3
323,12,0,-2
323,13,0,1
323,14,1,3
323,15,1,3
323,16,-2,0
323,17,0,-2
323,18,-1,-1
323,19,1,0
323,20,-1,0
323,21,2,0
323,22,-2,-1
323,23,1,2
323,24,0,0
323,25,0,-2
323,26,-1,1
323,27,1,0
323,28,-1,0
323,29,2,0
323,30,0,1
323,31,1,2
324,0,-1,0
324,1,-1,-1
324,2,-1,-1
324,3,0,-1
324,4,0,-1
324,5,1,1
324,6,0,-1
324,7,0,1
324,8,1,0
324,9,-1,-1
324,10,1,1
324,11,0,-1
324,12,0,1
324,13,1,1
324,14,0,1
324,15,0,1
324,16,-2,-2
324,17,-1,-2
324,18,-1,1
324,19,1,-1
324,20,-1,-1
324,21,1,0
324,22,-3,-1
324,23,2,1
324,24,0,0
324,25,-1,-2
324,26,-1,1
324,27,3,1
324,28,-1,-1
324,29,1,0
324,30,1,3
324,31,2,3
325,0,-2,0
325,1,0,-1
325,2,-2,-1
325,3,1,-1
325,4,-1,-1
325,5,2,1
325,6,-1,-1
325,7,1,1
325,8,0,0
325,9,0,-1
325,10,0,1
325,11,1,-1
325,12,-1,1
325,13,2,1
325,14,-1,1
325,15,1,1
325,16,-2,-2
325,17,-1,1
325,18,-1,-3
325,19,-2,1
325,20,1,-2
325,21,-1,0
325,22,0,-1
325,23,-1,-1
325,24,0,0
325,25,1,1
325,26,1,-1
325,27,2,1
325,28,1,0
325,29,1,2
325,30,0,1
325,31,1,3
326,0,0,-2
326,1,-1,1
326,2,0,0
326,3,1,1
326,4,0,-2
326,5,-1,1
326,6,0,0
326,7,1,1
326,8,0,-2
326,9,-1,1
326,10,0,0
326,11,1,1
326,12,0,-2
326,13,-1,1
326,14,0,0
326,15,1,1
326,16,-2,-2
326,17,0,-1
326,18,-1,0
326,19,-3,1
326,20,-1,0
326,21,2,-1
326,22,-1,0
326,23,0,-1
326,24,0,0
326,25,0,-1
326,26,-1,0
326,27,3,-1
326,28,-1,2
326,29,2,-1
326,30,-1,0
326,31,4,5
327,0,0,-1
327,1,-3,-1
327,2,0,0
327,3,-1,-2
327,4,-1,0
327,5,0,-1
327,6,0,-1
327,7,-1,-2
327,8,0,1
327,9,3,1
327,10,0,0
327,11,1,2
327,12,1,0
327,13,0,1
327,14,0,1
327,15,1,2
327,16,-2,-1
327,17,-1,-1
327,18,-1,-2
327,19,-1,-1
327,20,0,-1
327,21,2,-2
327,22,-1,1
327,23,1,-3
327,24,0,1
327,25,1,1
327,26,1,0
327,27,1,1
327,28,2,1
327,29,-2,2
327,30,1,1
327,31,-1,3
328,0,-1,-2
328,1,0,0
328,2,-1,0
328,3,-2,-2
328,4,1,1
328,5,-2,-1
328,6,1,0
328,7,-1,0
328,8,-1,0
328,9,2,0
328,10,-1,0
328,11,2,-2
328,12,1,1
328,13,0,1
328,14,1,0
328,15,1,4
328,16,-2,0
328,17,-1,-2
328,18,0,0
328,19,-3,-1
328,20,1,-1
328,21,0,0
328,22,0,0
328,23,0,-1
328,24,0,0
328,25,1,0
328,26,0,0
328,27,1,-1
328,28,1,1
328,29,0,2
328,30,0,0
328,31,2,3
329,0,0,-2
329,1,-1,0
329,2,-1,-1
329,3,-1,-1
329,4,-1,1
329,5,1,-1
329,6,-1,0
329,7,1,0
329,8,0,0
329,9,-1,0
329,10,1,1
329,11,-1,-1
329,12,1,1
329,13,1,1
329,14,1,0
329,15,1,2
329,16,-2,-1
329,17,0,0
329,18,0,-1
329,19,-1,-1
329,20,0,0
329,21,0,0
329,22,0,0
329,23,0,-1
329,24,-2,1
329,25,0,0
329,26,2,-1
329,27,1,1
329,28,0,0
329,29,0,0
329,30,2,2
329,31,0,1
330,0,-2,0
330,1,-1,-4
330,2,0,0
330,3,-2,0
330,4,1,-1
330,5,0,0
330,6,0,0
330,7,0,-1
330,8,0,0
330,9,1,0
330,10,0,0
330,11,0,0
330,12,1,1
330,13,0,0
330,14,0,0
330,15,2,5
330,16,-1,-1
330,17,0,0
330,18,0,0
330,19,-3,1
330,20,0,-1
330,21,0,0
330,22,0,0
330,23,-2,-3
330,24,1,1
330,25,0,0
330,26,0,0
330,27,3,-1
330,28,0,1
330,29,0,0
330,30,0,0
330,31,2,3
331,0,-1,-1
331,1,0,0
331,2,-1,-2
331,3,0,0
331,4,0,0
331,5,0,-1
331,6,-1,1
331,7,0,-1
331,8,-1,1
331,9,0,0
331,10,1,0
331,11,0,0
331,12,2,0
331,13,0,1
331,14,1,1
331,15,0,1
331,16,-1,-1
331,17,0,0
331,18,0,0
331,19,0,-1
331,20,-1,1
331,21,0,0
331,22,2,0
331,23,0,1
331,24,-1,-1
331,25,0,0
331,26,0,0
331,27,0,-1
331,28,-1,1
331,29,0,0
331,30,2,0
331,31,0,1
332,0,-1,-2
332,1,-2,-2
332,2,-1,1
332,3,1,-3
332,4,1,0
332,5,-2,1
332,6,1,1
332,7,1,2
332,8,-1,-2
332,9,0,0
332,10,-1,1
332,11,1,-3
332,12,1,0
332,13,0,1
332,14,1,1
332,15,1,4
332,16,-2,-3
332,17,-2,-1
332,18,-1,1
332,19,-3,-3
332,20,1,-1
332,21,-2,-2
332,22,1,1
332,23,1,-2
332,24,0,-1
332,25,2,1
332,26,-1,1
332,27,5,-1
332,28,1,1
332,29,-2,2
332,30,1,1
332,31,1,6
333,0,-3,0
333,1,0,-2
333,2,0,0
333,3,-1,-2
333,4,1,1
333,5,-1,0
333,6,0,0
333,7,0,0
333,8,1,0
333,9,0,0
333,10,0,0
333,11,-1,0
333,12,1,-1
333,13,1,2
333,14,0,0
333,15,2,2
333,16,-2,-3
333,17,-1,0
333,18,-1,-1
333,19,1,-1
333,20,1,0
333,21,-1,-2
333,22,0,1
333,23,1,3
333,24,0,-3
333,25,-1,0
333,26,1,1
333,27,1,-1
333,28,1,2
333,29,-1,-2
333,30,0,3
333,31,1,3
334,0,-1,-3
334,1,0,0
334,2,-3,0
334,3,3,-2
334,4,-2,0
334,5,0,-1
334,6,-1,1
334,7,1,1
334,8,-1,-1
334,9,0,0
334,10,-1,2
334,11,3,-2
334,12,0,0
334,13,0,1
334,14,1,1
334,15,1,3
334,16,-3,-2
334,17,-1,0
334,18,0,-2
334,19,2,-1
334,20,-2,-1
334,21,0,0
334,22,1,0
334,23,-1,-3
334,24,-1,2
334,25,1,0
334,26,2,0
334,27,-2,1
334,28,2,1
334,29,0,0
334,30,1,2
334,31,1,3
335,0,-3,-1
335,1,-1,-1
335,2,0,-1
335,3,-3,-1
335,4,0,-1
335,5,-1,0
335,6,1,-1
335,7,0,-1
335,8,-1,1
335,9,1,-1
335,10,2,1
335,11,1,-1
335,12,0,1
335,13,1,2
335,14,1,1
335,15,2,3
335,16,-2,-2
335,17,0,-2
335,18,-1,0
335,19,-2,-1
335,20,1,0
335,21,-2,-1
335,22,0,0
335,23,-1,-5
335,24,2,2
335,25,0,2
335,26,1,0
335,27,2,1
335,28,-1,0
335,29,2,1
335,30,0,0
335,31,1,5
336,0,0,-4
336,1,-1,2
336,2,-1,-2
336,3,1,2
336,4,-1,-3
336,5,-1,1
336,6,-1,-1
336,7,1,1
336,8,0,-2
336,9,-1,2
336,10,1,0
336,11,1,2
336,12,1,-3
336,13,-1,3
336,14,1,-1
336,15,1,3
336,16,0,-1
336,17,-1,-1
336,18,0,0
336,19,-2,1
336,20,0,0
336,21,-1,-2
336,22,0,0
336,23,-1,-1
336,24,0,1
336,25,1,-1
336,26,0,0
336,27,2,1
336,28,0,0
336,29,1,0
336,30,0,0
336,31,1,3
337,0,-1,-1
337,1,-2,-2
337,2,0,-1
337,3,-2,1
337,4,0,0
337,5,-1,-4
337,6,-1,-1
337,7,0,0
337,8,1,1
337,9,2,-2
337,10,0,1
337,11,2,3
337,12,0,0
337,13,1,0
337,14,1,1
337,15,0,4
337,16,-1,-1
337,17,-1,-1
337,18,-1,-1
337,19,0,-1
337,20,1,1
337,21,-1,0
337,22,1,1
337,23,0,0
337,24,-1,-1
337,25,1,1
337,26,-1,-1
337,27,0,-1
337,28,1,1
337,29,1,0
337,30,1,1
337,31,0,2
338,0,-4,-1
338,1,-1,-1
338,2,0,0
338,3,0,-1
338,4,1,-2
338,5,-1,1
338,6,1,0
338,7,2,1
338,8,-2,-1
338,9,-1,-1
338,10,2,2
338,11,0,-1
338,12,1,0
338,13,-1,1
338,14,1,2
338,15,2,1
338,16,-3,-2
338,17,0,0
338,18,-1,-1
338,19,0,-3
338,20,0,2
338,21,0,0
338,22,1,0
338,23,-2,0
338,24,1,0
338,25,0,0
338,26,-1,-1
338,27,0,1
338,28,2,0
338,29,0,0
338,30,1,2
338,31,2,2
339,0,0,0
339,1,-1,-1
339,2,0,0
339,3,0,-1
339,4,0,0
339,5,1,1
339,6,0,0
339,7,0,1
339,8,0,0
339,9,-1,-1
339,10,0,0
339,11,0,-1
339,12,0,0
339,13,1,1
339,14,0,0
339,15,0,1
339,16,0,0
339,17,-2,-1
339,18,0,0
339,19,-1,-1
339,20,0,0
339,21,0,-2
339,22,0,0
339,23,0,-1
339,24,0,0
339,25,2,1
339,26,0,0
339,27,1,1
339,28,0,0
339,29,0,2
339,30,0,0
339,31,0,1
340,0,-1,-1
340,1,-2,-1
340,2,0,0
340,3,-3,-1
340,4,0,0
340,5,1,-1
340,6,0,0
340,7,0,-1
340,8,1,-1
340,9,0,1
340,10,0,0
340,11,1,-1
340,12,0,2
340,13,1,1
340,14,0,0
340,15,2,3
340,16,0,-1
340,17,-1,0
340,18,0,1
340,19,1,0
340,20,0,-1
340,21,-1,0
340,22,0,1
340,23,1,0
340,24,0,-1
340,25,-1,0
340,26,0,1
340,27,1,0
340,28,0,-1
340,29,-1,0
340,30,0,1
340,31,1,0
341,0,-1,-1
341,1,0,0
341,2,-1,-1
341,3,-2,-2
341,4,1,0
341,5,0,0
341,6,-1,0
341,7,1,-2
341,8,-1,1
341,9,0,0
341,10,1,-1
341,11,2,2
341,12,1,0
341,13,0,0
341,14,1,2
341,15,-1,2
341,16,-3,-2
341,17,0,0
341,18,-1,0
341,19,2,-1
341,20,-1,0
341,21,0,0
341,22,1,2
341,23,2,1
341,24,-3,-2
341,25,0,0
341,26,-1,0
341,27,2,-1
341,28,-1,0
341,29,0,0
341,30,1,2
341,31,2,1
342,0,-1,-1
342,1,-1,0
342,2,0,0
342,3,1,0
342,4,0,-1
342,5,-1,0
342,6,-1,0
342,7,1,0
342,8,1,-1
342,9,-1,0
342,10,0,2
342,11,1,0
342,12,0,-1
342,13,-1,0
342,14,1,2
342,15,1,0
342,16,-3,-1
342,17,0,-2
342,18,-2,0
342,19,0,-1
342,20,-1,-1
342,21,1,0
342,22,0,0
342,23,0,-2
342,24,1,-1
342,25,2,2
342,26,-2,0
342,27,2,-1
342,28,-1,3
342,29,1,0
342,30,0,0
342,31,2,4
343,0,-1,0
343,1,0,-3
343,2,0,0
343,3,0,-1
343,4,1,0
343,5,0,1
343,6,0,0
343,7,0,3
343,8,-1,0
343,9,0,-3
343,10,0,0
343,11,0,-1
343,12,1,0
343,13,0,1
343,14,0,0
343,15,0,3
343,16,-2,-2
343,17,0,1
343,18,0,-2
343,19,-1,0
343,20,1,-1
343,21,0,1
343,22,-2,-2
343,23,0,0
343,24,0,0
343,25,0,1
343,26,0,-2
343,27,1,2
343,28,1,-1
343,29,0,1
343,30,2,2
343,31,0,2
344,0,-2,-1
344,1,-1,0
344,2,1,-1
344,3,-1,-1
344,4,0,1
344,5,1,0
344,6,1,1
344,7,1,1
344,8,-2,-1
344,9,-1,0
344,10,1,-1
344,11,-1,-1
344,12,0,1
344,13,1,0
344,14,1,1
344,15,1,1
344,16,-2,-2
344,17,-1,0
344,18,-1,-1
344,19,-2,-1
344,20,0,1
344,21,1,-1
344,22,-1,1
344,23,1,-1
344,24,-2,0
344,25,1,0
344,26,-1,-1
344,27,2,-1
344,28,0,1
344,29,3,1
344,30,-1,1
344,31,3,3
345,0,-1,-1
345,1,0,0
345,2,-1,-1
345,3,-1,-1
345,4,1,0
345,5,0,0
345,6,-1,0
345,7,0,-1
345,8,-1,1
345,9,0,0
345,10,1,-1
345,11,1,1
345,12,1,0
345,13,0,0
345,14,1,2
345,15,0,1
345,16,-1,-1
345,17,-1,0
345,18,1,0
345,19,-1,-1
345,20,-1,1
345,21,1,0
345,22,1,0
345,23,1,1
345,24,-1,-1
345,25,-1,0
345,26,1,0
345,27,-1,-1
345,28,-1,1
345,29,1,0
345,30,1,0
345,31,1,1
346,0,0,-2
346,1,0,0
346,2,-2,-1
346,3,0,-1
346,4,-1,1
346,5,0,-1
346,6,0,0
346,7,0,0
346,8,0,0
346,9,0,0
346,10,0,1
346,11,0,-1
346,12,1,1
346,13,0,1
346,14,2,0
346,15,0,2
346,16,-2,0
346,17,0,-1
346,18,-1,-1
346,19,-1,-1
346,20,1,-1
346,21,0,1
346,22,0,-1
346,23,1,1
346,24,0,0
346,25,0,-1
346,26,1,1
346,27,-1,-1
346,28,1,1
346,29,0,1
346,30,0,1
346,31,1,1
347,0,-1,0
347,1,-2,-2
347,2,1,0
347,3,0,-1
347,4,-1,0
347,5,0,1
347,6,1,0
347,7,0,0
347,8,-1,0
347,9,0,0
347,10,1,0
347,11,0,-1
347,12,-1,0
347,13,2,1
347,14,1,0
347,15,0,2
347,16,0,-2
347,17,0,1
347,18,-1,-1
347,19,-2,-1
347,20,0,-1
347,21,0,1
347,22,-1,-2
347,23,1,-1
347,24,0,0
347,25,0,1
347,26,1,-1
347,27,2,3
347,28,0,-1
347,29,0,1
347,30,1,0
347,31,-1,3
348,0,-1,-4
348,1,-3,1
348,2,0,-1
348,3,-1,-1
348,4,0,0
348,5,0,-2
348,6,-2,1
348,7,1,-2
348,8,1,0
348,9,-1,-1
348,10,0,3
348,11,1,-1
348,12,0,0
348,13,0,2
348,14,2,1
348,15,3,4
348,16,-3,-2
348,17,0,0
348,18,-1,-1
348,19,-1,-3
348,20,1,1
348,21,-1,-2
348,22,1,-1
348,23,-1,1
348,24,1,-2
348,25,2,2
348,26,-1,-1
348,27,1,1
348,28,1,-1
348,29,-1,4
348,30,1,-1
348,31,1,5
349,0,0,0
349,1,0,0
349,2,0,0
349,3,0,0
349,4,0,0
349,5,0,0
349,6,0,0
349,7,0,0
349,8,0,0
349,9,0,0
349,10,0,0
349,11,0,0
349,12,0,0
349,13,0,0
349,14,0,0
349,15,0,0
349,16,0,0
349,17,0,-2
349,18,-1,0
349,19,1,0
349,20,0,0
349,21,0,2
349,22,1,0
349,23,-1,0
349,24,0,0
349,25,0,-2
349,26,-1,0
349,27,1,0
349,28,0,0
349,29,0,2
349,30,1,0
349,31,-1,0
350,0,-2,-3
350,1,0,0
350,2,-2,-2
350,3,-2,-2
350,4,1,-1
350,5,0,1
350,6,0,0
350,7,2,-2
350,8,0,3
350,9,0,-2
350,10,2,2
350,11,0,0
350,12,1,1
350,13,0,1
350,14,0,0
350,15,0,4
350,16,-1,-3
350,17,-2,1
350,18,1,-1
350,19,-1,-1
350,20,-1,0
350,21,1,1
350,22,0,-3
350,23,0,1
350,24,1,-1
350,25,0,1
350,26,-1,-1
350,27,-1,1
350,28,1,0
350,29,1,1
350,30,0,1
350,31,2,3
351,0,-2,0
351,1,0,0
351,2,-1,-2
351,3,0,0
351,4,1,-1
351,5,0,0
351,6,0,0
351,7,0,0
351,8,0,0
351,9,0,0
351,10,1,0
351,11,0,0
351,12,1,1
351,13,0,0
351,14,0,2
351,15,0,0
351,16,-1,-2
351,17,-2,1
351,18,-1,-2
351,19,0,-1
351,20,0,-1
351,21,2,1
351,22,0,-2
351,23,0,3
351,24,1,-2
351,25,-2,1
351,26,1,0
351,27,0,-1
351,28,0,1
351,29,2,1
351,30,0,0
351,31,0,3
352,0,-2,0
352,1,0,0
352,2,0,-2
352,3,0,0
352,4,0,0
352,5,0,0
352,6,0,-2
352,7,0,0
352,8,2,0
352,9,0,0
352,10,0,2
352,11,0,0
352,12,0,0
352,13,0,0
352,14,0,2
352,15,0,0
352,16,0,-2
352,17,-3,-1
352,18,0,1
352,19,-1,0
352,20,0,-1
352,21,-2,-3
352,22,0,1
352,23,1,-1
352,24,0,0
352,25,1,-1
352,26,0,1
352,27,3,2
352,28,0,-1
352,29,0,1
352,30,0,1
352,31,1,3
353,0,0,-2
353,1,-2,-2
353,2,-1,0
353,3,0,-5
353,4,-1,1
353,5,-1,0
353,6,1,-1
353,7,1,-1
353,8,0,0
353,9,2,0
353,10,-1,0
353,11,2,3
353,12,1,1
353,13,1,-2
353,14,1,1
353,15,-3,7
353,16,-2,0
353,17,-1,-2
353,18,1,0
353,19,-1,0
353,20,-1,-1
353,21,0,0
353,22,1,0
353,23,-1,-3
353,24,0,0
353,25,1,2
353,26,1,0
353,27,1,0
353,28,-1,1
353,29,0,0
353,30,1,0
353,31,1,3
354,0,0,-2
354,1,0,1
354,2,0,0
354,3,0,-2
354,4,0,2
354,5,0,-1
354,6,0,0
354,7,0,2
354,8,0,-2
354,9,0,1
354,10,0,0
354,11,0,-2
354,12,0,2
354,13,0,-1
354,14,0,0
354,15,0,2
354,16,-1,-1
354,17,1,0
354,18,-2,0
354,19,1,-1
354,20,-1,1
354,21,1,0
354,22,0,0
354,23,1,1
354,24,-1,-1
354,25,1,0
354,26,-2,0
354,27,1,-1
354,28,-1,1
354,29,1,0
354,30,0,0
354,31,1,1
355,0,-2,-1
355,1,-1,-1
355,2,-1,-1
355,3,-1,-1
355,4,1,0
355,5,1,-1
355,6,-1,0
355,7,1,-1
355,8,-2,1
355,9,1,-1
355,10,1,1
355,11,-1,-1
355,12,3,0
355,13,-1,3
355,14,1,0
355,15,1,3
355,16,0,-2
355,17,-2,0
355,18,0,0
355,19,-1,-2
355,20,-1,1
355,21,1,0
355,22,0,-1
355,23,0,0
355,24,0,0
355,25,0,0
355,26,0,0
355,27,-1,0
355,28,1,1
355,29,1,0
355,30,0,1
355,31,2,2
356,0,0,-2
356,1,-2,0
356,2,0,0
356,3,-3,-1
356,4,0,0
356,5,1,0
356,6,-2,-2
356,7,2,0
356,8,0,0
356,9,0,0
356,10,0,0
356,11,1,-1
356,12,0,2
356,13,1,0
356,14,2,2
356,15,0,2
356,16,0,-4
356,17,-3,0
356,18,0,2
356,19,-1,-3
356,20,0,0
356,21,0,0
356,22,0,-1
356,23,1,-1
356,24,0,0
356,25,-1,0
356,26,0,0
356,27,1,1
356,28,0,0
356,29,0,0
356,30,0,3
356,31,3,3
357,0,-2,-1
357,1,-3,-2
357,2,1,0
357,3,-1,-2
357,4,-1,0
357,5,2,0
357,6,1,0
357,7,-1,-1
357,8,0,-1
357,9,-1,2
357,10,1,0
357,11,1,-2
357,12,-1,2
357,13,2,0
357,14,1,0
357,15,1,5
357,16,-1,-2
357,17,0,0
357,18,0,1
357,19,-2,-2
357,20,0,-1
357,21,0,1
357,22,0,-2
357,23,-1,-3
357,24,1,2
357,25,0,0
357,26,0,-1
357,27,2,2
357,28,0,1
357,29,0,-1
357,30,0,2
357,31,1,3
358,0,-2,0
358,1,-1,-1
358,2,1,-1
358,3,0,0
358,4,0,0
358,5,-1,0
358,6,1,1
358,7,0,-1
358,8,-2,0
358,9,1,1
358,10,1,-1
358,11,0,0
358,12,0,0
358,13,1,0
358,14,1,1
358,15,0,1
358,16,-1,0
358,17,-2,-1
358,18,1,0
358,19,-1,-1
358,20,-1,0
358,21,0,-2
358,22,1,0
358,23,0,-1
358,24,-1,0
358,25,2,1
358,26,1,0
358,27,1,1
358,28,-1,0
358,29,0,2
358,30,1,0
358,31,0,1
359,0,0,-3
359,1,-1,0
359,2,-1,0
359,3,0,0
359,4,-1,0
359,5,1,-1
359,6,-1,-1
359,7,-1,-2
359,8,0,3
359,9,1,-2
359,10,1,0
359,11,0,2
359,12,1,0
359,13,-1,-1
359,14,1,1
359,15,1,4
359,16,-2,-2
359,17,-1,1
359,18,-1,-2
359,19,1,1
359,20,1,-3
359,21,-1,1
359,22,0,0
359,23,1,1
359,24,0,-2
359,25,-1,1
359,26,1,0
359,27,1,1
359,28,1,-1
359,29,-1,1
359,30,0,2
359,31,1,1
360,0,-1,-1
360,1,-1,-1
360,2,-1,1
360,3,1,-1
360,4,0,-1
360,5,-2,-1
360,6,0,1
360,7,0,-1
360,8,1,-1
360,9,-1,1
360,10,1,1
360,11,1,1
360,12,0,-1
360,13,0,1
360,14,0,1
360,15,2,1
360,16,-1,-2
360,17,-4,-2
360,18,0,1
360,19,-1,-3
360,20,0,-1
360,21,-1,0
360,22,0,0
360,23,1,-1
360,24,-1,0
360,25,2,0
360,26,0,1
360,27,1,1
360,28,2,-1
360,29,-1,2
360,30,0,2
360,31,3,3
361,0,0,-2
361,1,-1,0
361,2,-1,-1
361,3,-1,-1
361,4,-1,1
361,5,1,-1
361,6,-1,0
361,7,1,0
361,8,0,0
361,9,-1,0
361,10,1,1
361,11,-1,-1
361,12,1,1
361,13,1,1
361,14,1,0
361,15,1,2
361,16,-3,-1
361,17,-2,-1
361,18,1,0
361,19,-1,-1
361,20,-1,-1
361,21,1,0
361,22,0,-2
361,23,-2,-2
361,24,3,1
