range_bin,doppler_bin,out_i,out_q
134,28,-1,0
134,29,-1,-1
134,30,0,1
134,31,1,5
135,0,-3,-2
135,1,0,0
135,2,-2,-2
135,3,1,-2
135,4,0,0
135,5,-1,0
135,6,1,-2
135,7,-2,2
135,8,3,-2
135,9,0,2
135,10,0,0
135,11,1,0
135,12,0,0
135,13,1,2
135,14,1,0
135,15,0,4
135,16,-2,-2
135,17,0,-1
135,18,-1,-2
135,19,0,1
135,20,1,0
135,21,0,-2
135,22,-3,0
135,23,0,-1
135,24,0,2
135,25,0,-1
135,26,1,0
135,27,0,1
135,28,1,0
135,29,0,0
135,30,3,2
135,31,0,3
136,0,-1,-1
136,1,-1,-1
136,2,0,1
136,3,1,-2
136,4,-1,0
136,5,-1,0
136,6,1,0
136,7,-2,-2
136,8,1,1
136,9,1,1
136,10,0,-1
136,11,-1,2
136,12,1,0
136,13,1,0
136,14,-1,0
136,15,2,2
136,16,-3,0
136,17,0,-2
136,18,-2,0
136,19,-1,-2
136,20,1,0
136,21,-1,0
136,22,1,0
136,23,0,0
136,24,1,0
136,25,0,0
136,26,2,0
136,27,-1,0
136,28,1,0
136,29,1,2
136,30,-1,0
136,31,2,2
137,0,-3,-2
137,1,-2,-2
137,2,0,1
137,3,0,-2
137,4,-2,-1
137,5,2,0
137,6,-1,-1
137,7,1,-3
137,8,1,0
137,9,2,2
137,10,-2,1
137,11,4,2
137,12,0,-1
137,13,-2,0
137,14,-1,3
137,15,3,3
137,16,-2,0
137,17,0,0
137,18,1,-1
137,19,0,0
137,20,-1,0
137,21,0,0
137,22,0,-1
137,23,0,0
137,24,0,0
137,25,0,0
137,26,1,1
137,27,0,0
137,28,-1,0
137,29,0,0
137,30,2,1
137,31,0,0
138,0,-1,-3
138,1,-3,-1
138,2,0,0
138,3,0,-1
138,4,0,0
138,5,0,-1
138,6,0,1
138,7,1,1
138,8,-1,-1
138,9,-1,-1
138,10,0,0
138,11,0,1
138,12,2,0
138,13,0,-1
138,14,0,3
138,15,3,3
138,16,-2,-1
138,17,0,0
138,18,0,-1
138,19,0,-1
138,20,0,1
138,21,0,0
138,22,2,1
138,23,0,1
138,24,-2,-1
138,25,0,0
138,26,0,-1
138,27,0,-1
138,28,0,1
138,29,0,0
138,30,2,1
138,31,0,1
139,0,-1,-1
139,1,0,0
139,2,0,0
139,3,0,-1
139,4,-1,1
139,5,0,0
139,6,2,0
139,7,0,1
139,8,-1,-1
139,9,0,0
139,10,0,0
139,11,0,-1
139,12,-1,1
139,13,0,0
139,14,2,0
139,15,0,1
139,16,0,-2
139,17,0,-1
139,18,-2,-1
139,19,1,-1
139,20,-1,1
139,21,0,-2
139,22,0,0
139,23,-1,2
139,24,0,0
139,25,0,-1
139,26,0,1
139,27,1,-1
139,28,1,1
139,29,0,0
139,30,2,0
139,31,-1,4
140,0,0,0
140,1,-3,-4
140,2,0,0
140,3,0,0
140,4,0,0
140,5,0,-1
140,6,0,0
140,7,0,0
140,8,0,0
140,9,1,0
140,10,0,0
140,11,0,0
140,12,0,0
140,13,2,1
140,14,0,0
140,15,0,4
140,16,0,-1
140,17,-1,-1
140,18,0,0
140,19,-1,0
140,20,0,1
140,21,1,-1
140,22,0,0
140,23,1,2
140,24,0,-1
140,25,-1,-1
140,26,0,0
140,27,-1,0
140,28,0,1
140,29,1,-1
140,30,0,0
140,31,1,2
141,0,0,-2
141,1,-3,-1
141,2,0,-1
141,3,-2,0
141,4,0,0
141,5,1,-2
141,6,0,-1
141,7,1,2
141,8,0,-2
141,9,1,1
141,10,0,-1
141,11,0,2
141,12,0,0
141,13,1,2
141,14,0,-1
141,15,1,4
141,16,0,-1
141,17,-1,-1
141,18,-1,0
141,19,1,-2
141,20,0,1
141,21,-1,0
141,22,1,0
141,23,-1,1
141,24,0,-1
141,25,1,1
141,26,-1,0
141,27,1,-2
141,28,0,1
141,29,1,0
141,30,1,0
141,31,-1,3
142,0,-2,-1
142,1,-1,-1
142,2,1,0
142,3,-3,-1
142,4,0,0
142,5,-1,0
142,6,1,0
142,7,0,-1
142,8,-2,1
142,9,1,-1
142,10,1,0
142,11,1,-1
142,12,0,0
142,13,1,2
142,14,1,0
142,15,2,3
142,16,-2,-1
142,17,0,-2
142,18,-2,0
142,19,0,-1
142,20,1,0
142,21,-2,-1
142,22,0,1
142,23,-1,-3
142,24,0,1
142,25,0,2
142,26,2,-2
142,27,0,1
142,28,1,0
142,29,2,1
142,30,0,1
142,31,1,3
143,0,-3,-2
143,1,0,1
143,2,0,-2
143,3,-2,-1
143,4,2,0
143,5,0,1
143,6,-1,-2
143,7,2,3
143,8,-1,-2
143,9,0,1
143,10,0,0
143,11,-2,-1
143,12,2,0
143,13,0,1
143,14,1,0
143,15,2,3
143,16,-1,0
143,17,0,-1
143,18,0,-1
143,19,0,1
143,20,1,0
143,21,0,-1
143,22,0,1
143,23,0,1
143,24,-1,0
143,25,0,-1
143,26,0,-1
143,27,0,1
143,28,1,0
143,29,0,-1
143,30,0,1
143,31,0,1
144,0,-1,-3
144,1,-1,-1
144,2,-2,1
144,3,-1,-5
144,4,0,2
144,5,0,-1
144,6,0,0
144,7,-1,1
144,8,1,-1
144,9,-1,1
144,10,2,-1
144,11,1,-1
144,12,0,2
144,13,2,1
144,14,0,0
144,15,1,5
144,16,0,-1
144,17,-3,-2
144,18,0,1
144,19,1,0
144,20,0,-1
144,21,-2,-1
144,22,0,1
144,23,1,-2
144,24,0,-1
144,25,1,2
144,26,0,1
144,27,1,0
144,28,0,-1
144,29,0,1
144,30,0,1
144,31,1,2
145,0,-1,-2
145,1,-3,0
145,2,1,1
145,3,1,-2
145,4,-1,0
145,5,1,0
145,6,1,1
145,7,1,2
145,8,-1,-2
145,9,-3,0
145,10,1,1
145,11,1,-2
145,12,-1,0
145,13,1,0
145,14,1,1
145,15,1,2
145,16,-1,0
145,17,-1,-1
145,18,0,-1
145,19,0,-1
145,20,0,0
145,21,1,1
145,22,-1,-1
145,23,0,1
145,24,1,0
145,25,-1,-1
145,26,0,1
145,27,0,-1
145,28,0,0
145,29,1,1
145,30,1,1
145,31,0,1
146,0,-1,-1
146,1,-3,-1
146,2,0,-1
146,3,-1,-2
146,4,0,0
146,5,0,-1
146,6,0,0
146,7,-1,-2
146,8,-1,1
146,9,3,1
146,10,0,-1
146,11,1,2
146,12,2,0
146,13,0,1
146,14,0,2
146,15,1,2
146,16,-1,-4
146,17,-2,1
146,18,-1,-2
146,19,0,0
146,20,0,-1
146,21,0,0
146,22,-1,1
146,23,2,1
146,24,-1,-2
146,25,-2,1
146,26,1,0
146,27,0,0
146,28,2,-1
146,29,0,2
146,30,1,1
146,31,2,3
147,0,-1,0
147,1,0,-1
147,2,-1,-1
147,3,0,1
147,4,0,-1
147,5,0,-1
147,6,0,-1
147,7,0,1
147,8,1,0
147,9,0,-1
147,10,1,1
147,11,0,1
147,12,0,1
147,13,0,-1
147,14,0,1
147,15,0,1
147,16,-2,0
147,17,0,-1
147,18,0,-1
147,19,-1,-1
147,20,1,0
147,21,0,1
147,22,-1,-1
147,23,1,1
147,24,0,0
147,25,0,-1
147,26,0,1
147,27,-1,-1
147,28,1,0
147,29,0,1
147,30,1,1
147,31,1,1
148,0,-4,-1
148,1,1,0
148,2,-1,-1
148,3,0,-1
148,4,0,1
148,5,0,-2
148,6,-1,1
148,7,-1,-2
148,8,0,1
148,9,1,0
148,10,-1,-1
148,11,2,1
148,12,0,-1
148,13,2,2
148,14,-1,1
148,15,3,2
148,16,-1,-1
148,17,-2,-2
148,18,0,0
148,19,1,1
148,20,1,-1
148,21,-2,-1
148,22,0,2
148,23,1,0
148,24,-1,-1
148,25,0,0
148,26,0,0
148,27,1,1
148,28,1,-1
148,29,0,-1
148,30,0,2
148,31,1,2
149,0,-1,-2
149,1,-1,0
149,2,0,-2
149,3,-1,-1
149,4,-1,1
149,5,1,-1
149,6,-2,0
149,7,1,0
149,8,1,0
149,9,-1,0
149,10,0,2
149,11,-1,-1
149,12,1,1
149,13,1,1
149,14,2,0
149,15,1,2
149,16,-1,-1
149,17,-1,0
149,18,0,-1
149,19,-2,0
149,20,0,0
149,21,-1,-1
149,22,-1,-1
149,23,-1,-2
149,24,1,1
149,25,1,0
149,26,0,1
149,27,2,0
149,28,0,0
149,29,1,1
149,30,1,1
149,31,1,2
150,0,-1,-1
150,1,0,0
150,2,0,0
150,3,0,-1
150,4,-1,1
150,5,0,0
150,6,2,0
150,7,0,1
150,8,-1,-1
150,9,0,0
150,10,0,0
150,11,0,-1
150,12,-1,1
150,13,0,0
150,14,2,0
150,15,0,1
150,16,0,0
150,17,-1,-1
150,18,0,0
150,19,0,0
150,20,0,0
150,21,-1,0
150,22,0,0
150,23,0,-1
150,24,0,0
150,25,1,1
150,26,0,0
150,27,0,0
150,28,0,0
150,29,1,0
150,30,0,0
150,31,0,1
151,0,-2,-2
151,1,-2,0
151,2,0,0
151,3,-3,-3
151,4,-1,1
151,5,-1,-3
151,6,1,0
151,7,0,-2
151,8,0,0
151,9,0,0
151,10,2,0
151,11,1,1
151,12,-1,1
151,13,3,3
151,14,1,0
151,15,2,4
151,16,-1,0
151,17,0,0
151,18,-1,-1
151,19,0,0
151,20,0,-1
151,21,0,0
151,22,0,-1
151,23,0,0
151,24,1,0
151,25,0,0
151,26,1,1
151,27,0,0
151,28,0,1
151,29,0,0
151,30,0,1
151,31,0,0
152,0,-1,-1
152,1,-3,-1
152,2,1,0
152,3,-1,-2
152,4,-1,0
152,5,0,-1
152,6,0,-2
152,7,-1,-2
152,8,1,1
152,9,3,1
152,10,-1,0
152,11,1,2
152,12,1,0
152,13,0,1
152,14,0,2
152,15,1,2
152,16,-1,0
152,17,0,0
152,18,0,-1
152,19,0,0
152,20,0,0
152,21,0,0
152,22,-1,-1
152,23,0,0
152,24,1,0
152,25,0,0
152,26,0,1
152,27,0,0
152,28,0,0
152,29,0,0
152,30,1,1
152,31,0,0
153,0,-3,-2
153,1,0,0
153,2,-2,-1
153,3,-1,-2
153,4,0,1
153,5,2,-2
153,6,-2,0
153,7,3,0
153,8,-3,0
153,9,2,0
153,10,0,1
153,11,-1,-2
153,12,2,1
153,13,0,2
153,14,0,0
153,15,3,4
153,16,0,-1
153,17,0,0
153,18,-1,0
153,19,0,-1
153,20,0,1
153,21,0,0
153,22,1,0
153,23,0,1
153,24,0,-1
153,25,0,0
153,26,-1,0
153,27,0,-1
153,28,0,1
153,29,0,0
153,30,1,0
153,31,0,1
154,0,-1,-3
154,1,-2,1
154,2,1,0
154,3,0,0
154,4,-1,-1
154,5,0,1
154,6,1,0
154,7,2,2
154,8,-1,-3
154,9,-2,1
154,10,1,0
154,11,0,0
154,12,-1,-1
154,13,0,1
154,14,1,0
154,15,2,2
154,16,0,-2
154,17,-1,-1
154,18,0,0
154,19,-2,-2
154,20,1,0
154,21,0,1
154,22,0,0
154,23,0,-1
154,24,0,2
154,25,-1,-1
154,26,0,0
154,27,2,0
154,28,-1,0
154,29,2,1
154,30,0,0
154,31,0,3
155,0,-1,-1
155,1,-3,-3
155,2,0,1
155,3,-1,-1
155,4,1,-1
155,5,-1,-2
155,6,0,1
155,7,2,1
155,8,-1,-1
155,9,1,-1
155,10,0,1
155,11,1,1
155,12,1,-1
155,13,-1,2
155,14,0,1
155,15,2,3
155,16,-2,-2
155,17,-1,-1
155,18,0,1
155,19,-1,-5
155,20,0,1
155,21,1,1
155,22,1,0
155,23,-1,2
155,24,0,0
155,25,-1,-1
155,26,0,-1
155,27,-1,-1
155,28,2,1
155,29,1,1
155,30,-1,0
155,31,3,4
156,0,0,-2
156,1,0,1
156,2,0,0
156,3,0,-2
156,4,0,2
156,5,0,-1
156,6,0,0
156,7,0,2
156,8,0,-2
156,9,0,1
156,10,0,0
156,11,0,-2
156,12,0,2
156,13,0,-1
156,14,0,0
156,15,0,2
156,16,0,-1
156,17,-1,0
156,18,0,0
156,19,-1,-1
156,20,0,1
156,21,1,0
156,22,0,0
156,23,1,1
156,24,0,-1
156,25,-1,0
156,26,0,0
156,27,-1,-1
156,28,0,1
156,29,1,0
156,30,0,0
156,31,1,1
157,0,0,-1
157,1,-2,-1
157,2,0,-1
157,3,0,1
157,4,0,-1
157,5,-1,0
157,6,0,-1
157,7,0,-1
157,8,0,-1
157,9,2,3
157,10,0,-1
157,11,0,1
157,12,0,-1
157,13,1,2
157,14,0,-1
157,15,0,3
157,16,-4,-2
157,17,1,0
157,18,-1,0
157,19,-1,-2
157,20,-1,-1
157,21,1,1
157,22,-2,-3
157,23,0,-3
157,24,2,2
157,25,1,0
157,26,-1,0
157,27,3,2
157,28,-1,1
157,29,1,-1
157,30,0,3
157,31,2,3
158,0,-2,-2
158,1,-1,-1
158,2,0,0
158,3,-3,-5
158,4,1,1
158,5,1,1
158,6,-2,-2
158,7,2,1
158,8,0,0
158,9,-1,-1
158,10,0,0
158,11,1,-1
158,12,1,1
158,13,1,1
158,14,2,2
158,15,0,5
158,16,-1,-2
158,17,-1,0
158,18,-2,-1
158,19,-2,-1
158,20,0,0
158,21,-1,-1
158,22,1,-1
158,23,-1,-1
158,24,1,0
158,25,1,0
158,26,0,1
158,27,2,-1
158,28,0,2
158,29,1,1
158,30,1,1
158,31,1,3
159,0,0,-1
159,1,-1,-1
159,2,0,0
159,3,0,0
159,4,-1,0
159,5,0,-1
159,6,0,-1
159,7,-1,0
159,8,0,1
159,9,1,-1
159,10,0,0
159,11,0,2
159,12,1,0
159,13,0,-1
159,14,0,1
159,15,1,2
159,16,-1,-1
159,17,0,1
159,18,0,-2
159,19,0,1
159,20,0,-1
159,21,0,1
159,22,-1,-2
159,23,0,1
159,24,1,-1
159,25,0,1
159,26,0,0
159,27,0,1
159,28,0,-1
159,29,0,1
159,30,1,0
159,31,0,1
160,0,-1,-1
160,1,-1,-2
160,2,0,-1
160,3,-1,1
160,4,1,-1
160,5,-1,1
160,6,0,-1
160,7,1,2
160,8,-1,-1
160,9,1,0
160,10,0,-1
160,11,-1,1
160,12,1,-1
160,13,1,1
160,14,0,-1
160,15,1,4
160,16,-1,-4
160,17,-1,1
160,18,0,0
160,19,0,-2
160,20,1,0
160,21,-1,1
160,22,0,0
160,23,2,4
160,24,-1,-4
160,25,-1,1
160,26,0,0
160,27,0,-2
160,28,1,0
160,29,-1,1
160,30,0,0
160,31,2,4
161,0,-2,-1
161,1,-1,-2
161,2,-1,-1
161,3,-1,-1
161,4,1,1
161,5,0,-2
161,6,0,1
161,7,0,1
161,8,0,-1
161,9,-1,0
161,10,1,-1
161,11,-1,1
161,12,1,1
161,13,2,0
161,14,0,1
161,15,2,3
161,16,0,-1
161,17,-2,-1
161,18,0,0
161,19,-1,0
161,20,0,0
161,21,-2,-1
161,22,0,0
161,23,-1,-3
161,24,0,1
161,25,2,1
161,26,0,0
161,27,1,0
161,28,0,0
161,29,2,1
161,30,0,0
161,31,1,3
162,0,-1,-2
162,1,-2,0
162,2,-1,0
162,3,-1,0
162,4,0,-2
162,5,-2,-1
162,6,0,0
162,7,0,-2
162,8,1,0
162,9,0,0
162,10,1,2
162,11,3,0
162,12,0,0
162,13,0,1
162,14,0,2
162,15,2,2
162,16,-2,-2
162,17,-1,-2
162,18,-1,0
162,19,1,-2
162,20,1,-2
162,21,-2,2
162,22,0,0
162,23,0,2
162,24,0,-2
162,25,-1,0
162,26,1,0
162,27,1,0
162,28,1,-2
162,29,0,4
162,30,0,0
162,31,2,4
163,0,-2,-2
163,1,-1,1
163,2,-1,-1
163,3,0,-1
163,4,-2,0
163,5,1,-3
163,6,-1,0
163,7,2,-3
163,8,-2,2
163,9,3,-1
163,10,1,1
163,11,2,1
163,12,-2,0
163,13,1,3
163,14,1,0
163,15,0,3
163,16,-2,-1
163,17,0,0
163,18,1,0
163,19,-1,-1
163,20,-1,0
163,21,0,0
163,22,-1,-2
163,23,0,-1
163,24,0,1
163,25,0,0
163,26,1,0
163,27,1,1
163,28,-1,0
163,29,0,0
163,30,3,2
163,31,0,1
164,0,-1,-1
164,1,-2,0
164,2,1,0
164,3,0,-2
164,4,-1,1
164,5,2,0
164,6,1,0
164,7,0,2
164,8,-1,-1
164,9,-2,0
164,10,1,0
164,11,0,-2
164,12,-1,1
164,13,2,0
164,14,1,0
164,15,0,2
164,16,-1,-1
164,17,0,0
164,18,-1,0
164,19,-1,-1
164,20,0,0
164,21,-1,-2
164,22,0,0
164,23,-2,-2
164,24,1,1
164,25,0,0
164,26,1,0
164,27,1,1
164,28,0,0
164,29,1,2
164,30,0,0
164,31,2,2
165,0,0,-3
165,1,-1,2
165,2,0,-1
165,3,1,0
165,4,-2,-1
165,5,1,1
165,6,0,-1
165,7,-1,-1
165,8,0,1
165,9,1,0
165,10,0,-1
165,11,-1,2
165,12,2,-1
165,13,-1,1
165,14,0,-1
165,15,1,3
165,16,-2,-1
165,17,-1,0
165,18,1,-2
165,19,0,0
165,20,-2,0
165,21,1,-2
165,22,-1,0
165,23,0,-2
165,24,0,1
165,25,1,0
165,26,1,2
165,27,0,0
165,28,0,0
165,29,-1,2
165,30,3,0
165,31,0,2
166,0,-3,-1
166,1,0,-1
166,2,-1,1
166,3,2,-1
166,4,-1,0
166,5,-1,-1
166,6,-1,1
166,7,1,-1
166,8,1,-1
166,9,0,1
166,10,-1,1
166,11,2,1
166,12,-1,-2
166,13,1,1
166,14,-1,1
166,15,3,1
166,16,-1,-1
166,17,-3,-1
166,18,0,-1
166,19,-1,-1
166,20,1,0
166,21,-2,-2
166,22,0,1
166,23,1,-3
166,24,-1,1
166,25,3,1
166,26,0,-1
166,27,1,1
166,28,1,0
166,29,2,2
166,30,0,1
166,31,-1,3
167,0,0,-1
167,1,-3,-1
167,2,0,1
167,3,0,-1
167,4,0,-1
167,5,-1,-2
167,6,0,1
167,7,1,-1
167,8,0,-1
167,9,1,1
167,10,0,1
167,11,2,1
167,12,0,-1
167,13,-1,2
167,14,0,1
167,15,1,1
167,16,0,-2
167,17,-1,1
167,18,0,-1
167,19,0,0
167,20,-1,-1
167,21,0,1
167,22,0,-2
167,23,-1,0
167,24,0,0
167,25,1,1
167,26,0,-1
167,27,0,2
167,28,1,-1
167,29,0,1
167,30,0,0
167,31,1,2
168,0,-1,-3
168,1,0,0
168,2,-1,-1
168,3,-3,0
168,4,0,-1
168,5,0,-1
168,6,-1,0
168,7,0,-5
168,8,1,3
168,9,0,0
168,10,1,1
168,11,3,0
168,12,0,1
168,13,0,1
168,14,1,0
168,15,0,5
168,16,-1,-1
168,17,-1,0
168,18,0,0
168,19,1,0
168,20,0,-1
168,21,-1,0
168,22,-1,0
168,23,1,0
168,24,1,-1
168,25,-1,0
168,26,0,2
168,27,1,0
168,28,0,-1
168,29,-1,0
168,30,1,2
168,31,1,0
169,0,-1,0
169,1,-1,-2
169,2,-1,0
169,3,0,-2
169,4,0,0
169,5,0,0
169,6,0,0
169,7,-1,0
169,8,1,0
169,9,-1,0
169,10,1,0
169,11,0,0
169,12,0,0
169,13,2,2
169,14,0,0
169,15,1,2
169,16,0,-2
169,17,-1,0
169,18,-1,-1
169,19,-1,-1
169,20,-1,1
169,21,1,-1
169,22,-1,0
169,23,1,0
169,24,0,0
169,25,-1,0
169,26,1,1
169,27,-1,-1
169,28,1,1
169,29,1,1
169,30,1,0
169,31,1,2
170,0,0,-2
170,1,0,0
170,2,-2,0
170,3,-1,-2
170,4,0,1
170,5,0,0
170,6,0,-1
170,7,0,0
170,8,0,0
170,9,0,0
170,10,0,0
170,11,1,0
170,12,0,1
170,13,0,0
170,14,2,1
170,15,0,2
170,16,-2,0
170,17,-1,-1
170,18,1,0
170,19,-2,0
170,20,-1,-1
170,21,0,-1
170,22,1,0
170,23,-1,-2
170,24,0,0
170,25,1,1
170,26,1,0
170,27,2,0
170,28,-1,1
170,29,0,1
170,30,1,0
170,31,1,2
171,0,-2,-2
171,1,0,0
171,2,-1,-3
171,3,0,-1
171,4,0,1
171,5,0,-1
171,6,-1,1
171,7,0,0
171,8,0,0
171,9,0,0
171,10,-1,1
171,11,0,-1
171,12,2,1
171,13,0,1
171,14,3,1
171,15,0,2
171,16,0,-2
171,17,-2,0
171,18,0,0
171,19,0,-1
171,20,-2,0
171,21,2,1
171,22,0,0
171,23,0,-2
171,24,0,2
171,25,0,-2
171,26,0,0
171,27,-2,1
171,28,2,0
171,29,0,1
171,30,0,0
171,31,2,2
172,0,0,0
172,1,-1,-1
172,2,0,0
172,3,0,-1
172,4,0,0
172,5,1,1
172,6,0,0
172,7,0,1
172,8,0,0
172,9,-1,-1
172,10,0,0
172,11,0,-1
172,12,0,0
172,13,1,1
172,14,0,0
172,15,0,1
172,16,0,0
172,17,-1,-1
172,18,0,0
172,19,0,-1
172,20,0,0
172,21,1,1
172,22,0,0
172,23,0,1
172,24,0,0
172,25,-1,-1
172,26,0,0
172,27,0,-1
172,28,0,0
172,29,1,1
172,30,0,0
172,31,0,1
173,0,-1,0
173,1,-1,-2
173,2,0,0
173,3,-1,-1
173,4,1,0
173,5,-1,1
173,6,0,0
173,7,1,0
173,8,-1,0
173,9,1,0
173,10,0,0
173,11,-1,-1
173,12,1,0
173,13,1,1
173,14,0,0
173,15,1,2
173,16,-2,0
173,17,0,-1
173,18,-1,0
173,19,-1,0
173,20,-1,-1
173,21,1,-1
173,22,-1,0
173,23,0,-2
173,24,0,0
173,25,2,1
173,26,-1,0
173,27,3,0
173,28,-1,1
173,29,1,1
173,30,-1,0
173,31,2,2
174,0,-1,-1
174,1,-1,-2
174,2,-1,-1
174,3,0,2
174,4,-1,-1
174,5,0,-2
174,6,-1,0
174,7,0,-3
174,8,1,1
174,9,1,0
174,10,1,1
174,11,0,0
174,12,1,1
174,13,0,0
174,14,1,0
174,15,0,5
174,16,-1,-2
174,17,0,0
174,18,-2,0
174,19,2,-3
174,20,-2,1
174,21,1,0
174,22,0,-1
174,23,-1,1
174,24,-1,0
174,25,2,0
174,26,-2,0
174,27,2,-1
174,28,0,1
174,29,1,0
174,30,0,1
174,31,1,3
175,0,0,-2
175,1,-2,0
175,2,-1,-1
175,3,1,-2
175,4,-1,1
175,5,2,0
175,6,-1,0
175,7,0,0
175,8,0,0
175,9,-2,0
175,10,1,1
175,11,-1,-2
175,12,1,1
175,13,2,0
175,14,1,0
175,15,0,4
175,16,0,-2
175,17,0,0
175,18,-2,0
175,19,0,0
175,20,0,0
175,21,0,0
175,22,-2,0
175,23,1,-3
175,24,0,2
175,25,0,0
175,26,2,0
175,27,0,0
175,28,0,0
175,29,0,0
175,30,2,0
175,31,-1,3
176,0,-1,0
176,1,-1,-2
176,2,-1,0
176,3,1,0
176,4,-1,0
176,5,0,-1
176,6,-1,0
176,7,1,-2
176,8,-1,0
176,9,3,2
176,10,-1,0
176,11,1,0
176,12,-1,0
176,13,2,1
176,14,-1,0
176,15,1,2
176,16,-1,-3
176,17,-1,0
176,18,-2,-1
176,19,0,0
176,20,-1,1
176,21,1,-1
176,22,-2,0
176,23,2,-3
176,24,-1,1
176,25,1,0
176,26,0,1
176,27,0,-2
176,28,-1,1
176,29,3,1
176,30,0,0
176,31,2,5
177,0,-1,-2
177,1,-3,-1
177,2,0,0
177,3,-1,0
177,4,0,-3
177,5,0,1
177,6,0,0
177,7,0,0
177,8,1,-2
177,9,-1,1
177,10,0,0
177,11,3,0
177,12,0,-1
177,13,0,3
177,14,0,0
177,15,2,4
177,16,-2,-1
177,17,-2,-3
177,18,-1,1
177,19,0,-2
177,20,-1,-2
177,21,2,0
177,22,-1,1
177,23,2,-1
177,24,0,-1
177,25,0,1
177,26,-1,1
177,27,4,0
177,28,-1,0
177,29,0,2
177,30,-1,1
177,31,2,3
178,0,0,-2
178,1,-2,-1
178,2,-1,-1
178,3,0,0
178,4,0,-1
178,5,0,2
178,6,-1,-2
178,7,0,0
178,8,0,0
178,9,0,1
178,10,1,-1
178,11,0,0
178,12,0,-1
178,13,2,2
178,14,1,0
178,15,0,4
178,16,0,0
178,17,-2,-1
178,18,0,0
178,19,-1,-1
178,20,0,0
178,21,0,-2
178,22,0,0
178,23,0,-1
178,24,0,0
178,25,2,1
178,26,0,0
178,27,1,1
178,28,0,0
178,29,0,2
178,30,0,0
178,31,0,1
179,0,-2,-1
179,1,1,-2
179,2,-1,-1
179,3,1,0
179,4,-1,0
179,5,-1,2
179,6,1,0
179,7,0,-2
179,8,-2,1
179,9,1,-2
179,10,1,1
179,11,-1,0
179,12,1,0
179,13,-1,2
179,14,3,0
179,15,0,2
179,16,-1,-2
179,17,-1,1
179,18,-1,-1
179,19,-2,-1
179,20,0,-1
179,21,-2,-2
179,22,0,-1
179,23,-1,-2
179,24,1,0
179,25,1,1
179,26,1,-1
179,27,2,3
179,28,0,-1
179,29,2,4
179,30,0,-1
179,31,1,4
180,0,-1,0
180,1,0,-1
180,2,0,0
180,3,-1,-1
180,4,1,0
180,5,0,1
180,6,0,0
180,7,1,1
180,8,-1,0
180,9,0,-1
180,10,0,0
180,11,-1,-1
180,12,1,0
180,13,0,1
180,14,0,0
180,15,1,1
180,16,-3,-1
180,17,0,0
180,18,-1,-1
180,19,0,0
180,20,-1,-1
180,21,-1,0
180,22,2,-1
180,23,-1,0
180,24,1,-1
180,25,0,2
180,26,3,-1
180,27,0,2
180,28,-1,-1
180,29,1,2
180,30,0,-1
180,31,1,2
181,0,-1,0
181,1,-1,-2
181,2,0,0
181,3,-2,-1
181,4,0,-1
181,5,1,-1
181,6,0,0
181,7,0,-2
181,8,1,0
181,9,1,2
181,10,0,0
181,11,2,1
181,12,0,1
181,13,-1,1
181,14,0,0
181,15,0,2
181,16,-1,0
181,17,0,0
181,18,1,0
181,19,0,0
181,20,-1,0
181,21,0,0
181,22,1,0
181,23,0,0
181,24,-1,0
181,25,0,0
181,26,1,0
181,27,0,0
181,28,-1,0
181,29,0,0
181,30,1,0
181,31,0,0
182,0,0,-1
182,1,0,0
182,2,-1,0
182,3,1,-2
182,4,0,1
182,5,0,0
182,6,1,0
182,7,-1,2
182,8,0,-1
182,9,0,0
182,10,-1,0
182,11,1,-2
182,12,0,1
182,13,0,0
182,14,1,0
182,15,-1,2
182,16,-1,-1
182,17,1,1
182,18,-1,-1
182,19,1,1
182,20,-1,-1
182,21,1,1
182,22,-1,-1
182,23,1,1
182,24,-1,-1
182,25,1,1
182,26,-1,-1
182,27,1,1
182,28,-1,-1
182,29,1,1
182,30,-1,-1
182,31,1,1
183,0,-1,-2
183,1,-1,-1
183,2,-1,-1
183,3,1,0
183,4,-2,-1
183,5,2,1
183,6,-1,-2
183,7,0,2
183,8,-1,0
183,9,1,-1
183,10,-1,-1
183,11,1,2
183,12,0,-1
183,13,2,1
183,14,-1,0
183,15,2,4
183,16,-2,-2
183,17,-1,0
183,18,1,0
183,19,-4,0
183,20,-1,0
183,21,1,0
183,22,1,0
183,23,-1,-2
183,24,0,0
183,25,-1,0
183,26,1,0
183,27,2,-2
183,28,-1,2
183,29,1,0
183,30,1,0
183,31,3,4
184,0,0,-2
184,1,0,-1
184,2,-2,0
184,3,0,1
184,4,0,0
184,5,0,-2
184,6,-2,0
184,7,0,-1
184,8,0,2
184,9,0,-1
184,10,2,0
184,11,0,1
184,12,0,0
184,13,0,0
184,14,2,0
184,15,0,3
184,16,-1,-2
184,17,-2,0
184,18,0,-1
184,19,-3,-1
184,20,1,1
184,21,0,-1
184,22,0,1
184,23,0,-1
184,24,-1,0
184,25,0,0
184,26,0,-1
184,27,1,-1
184,28,1,1
184,29,2,1
184,30,0,1
184,31,2,3
185,0,-2,0
185,1,-1,-1
185,2,0,-1
185,3,-2,0
185,4,1,-1
185,5,0,-1
185,6,0,1
185,7,-1,-2
185,8,0,0
185,9,1,1
185,10,0,-1
185,11,2,0
185,12,1,1
185,13,0,1
185,14,0,1
185,15,1,2
185,16,-2,-2
